Islas;Nivel educativo;Sexo;Ocupación;Nacionalidad;Periodo;Total
Formentera;Educación primaria e inferior;Hombres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2022;52
Formentera;Educación primaria e inferior;Hombres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2021;56
Formentera;Educación primaria e inferior;Hombres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Española;2022;13
Formentera;Educación primaria e inferior;Hombres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Española;2021;13
Formentera;Educación primaria e inferior;Hombres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Extranjera;2022;39
Formentera;Educación primaria e inferior;Hombres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Extranjera;2021;43
Formentera;Educación primaria e inferior;Hombres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2022;15
Formentera;Educación primaria e inferior;Hombres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2021;18
Formentera;Educación primaria e inferior;Hombres;8 Operadores de instalaciones y maquinaria, y montadores;Española;2022;9
Formentera;Educación primaria e inferior;Hombres;8 Operadores de instalaciones y maquinaria, y montadores;Española;2021;9
Formentera;Educación primaria e inferior;Hombres;8 Operadores de instalaciones y maquinaria, y montadores;Extranjera;2022;6
Formentera;Educación primaria e inferior;Hombres;8 Operadores de instalaciones y maquinaria, y montadores;Extranjera;2021;9
Formentera;Educación primaria e inferior;Hombres;9 Ocupaciones elementales;Total;2022;24
Formentera;Educación primaria e inferior;Hombres;9 Ocupaciones elementales;Total;2021;28
Formentera;Educación primaria e inferior;Hombres;9 Ocupaciones elementales;Española;2022;1
Formentera;Educación primaria e inferior;Hombres;9 Ocupaciones elementales;Española;2021;8
Formentera;Educación primaria e inferior;Hombres;9 Ocupaciones elementales;Extranjera;2022;23
Formentera;Educación primaria e inferior;Hombres;9 Ocupaciones elementales;Extranjera;2021;20
Formentera;Educación primaria e inferior;Hombres;No consta;Total;2022;25
Formentera;Educación primaria e inferior;Hombres;No consta;Total;2021;16
Formentera;Educación primaria e inferior;Hombres;No consta;Española;2022;12
Formentera;Educación primaria e inferior;Hombres;No consta;Española;2021;9
Formentera;Educación primaria e inferior;Hombres;No consta;Extranjera;2022;13
Formentera;Educación primaria e inferior;Hombres;No consta;Extranjera;2021;7
Formentera;Educación primaria e inferior;Mujeres;Total;Total;2022;105
Formentera;Educación primaria e inferior;Mujeres;Total;Total;2021;109
Formentera;Educación primaria e inferior;Mujeres;Total;Española;2022;55
Formentera;Educación primaria e inferior;Mujeres;Total;Española;2021;59
Formentera;Educación primaria e inferior;Mujeres;Total;Extranjera;2022;50
Formentera;Educación primaria e inferior;Mujeres;Total;Extranjera;2021;50
Formentera;Educación primaria e inferior;Mujeres;1 Directores y gerentes;Total;2022;5
Formentera;Educación primaria e inferior;Mujeres;1 Directores y gerentes;Total;2021;6
Formentera;Educación primaria e inferior;Mujeres;1 Directores y gerentes;Española;2022;5
Formentera;Educación primaria e inferior;Mujeres;1 Directores y gerentes;Española;2021;5
Formentera;Educación primaria e inferior;Mujeres;1 Directores y gerentes;Extranjera;2022;0
Formentera;Educación primaria e inferior;Mujeres;1 Directores y gerentes;Extranjera;2021;1
Formentera;Educación primaria e inferior;Mujeres;2 Técnicos y profesionales científicos e intelectuales;Total;2022;1
Formentera;Educación primaria e inferior;Mujeres;2 Técnicos y profesionales científicos e intelectuales;Total;2021;1
Formentera;Educación primaria e inferior;Mujeres;2 Técnicos y profesionales científicos e intelectuales;Española;2022;1
Formentera;Educación primaria e inferior;Mujeres;2 Técnicos y profesionales científicos e intelectuales;Española;2021;1
Formentera;Educación primaria e inferior;Mujeres;2 Técnicos y profesionales científicos e intelectuales;Extranjera;2022;0
Formentera;Educación primaria e inferior;Mujeres;2 Técnicos y profesionales científicos e intelectuales;Extranjera;2021;0
Formentera;Educación primaria e inferior;Mujeres;3 Técnicos, profesionales de apoyo;Total;2022;2
Formentera;Educación primaria e inferior;Mujeres;3 Técnicos, profesionales de apoyo;Total;2021;2
Formentera;Educación primaria e inferior;Mujeres;3 Técnicos, profesionales de apoyo;Española;2022;0
Formentera;Educación primaria e inferior;Mujeres;3 Técnicos, profesionales de apoyo;Española;2021;0
Formentera;Educación primaria e inferior;Mujeres;3 Técnicos, profesionales de apoyo;Extranjera;2022;2
Formentera;Educación primaria e inferior;Mujeres;3 Técnicos, profesionales de apoyo;Extranjera;2021;2
Formentera;Educación primaria e inferior;Mujeres;4 Empleados contables, administrativos y otros empleados de oficina;Total;2022;4
Formentera;Educación primaria e inferior;Mujeres;4 Empleados contables, administrativos y otros empleados de oficina;Total;2021;3
Formentera;Educación primaria e inferior;Mujeres;4 Empleados contables, administrativos y otros empleados de oficina;Española;2022;1
Formentera;Educación primaria e inferior;Mujeres;4 Empleados contables, administrativos y otros empleados de oficina;Española;2021;1
Formentera;Educación primaria e inferior;Mujeres;4 Empleados contables, administrativos y otros empleados de oficina;Extranjera;2022;3
Formentera;Educación primaria e inferior;Mujeres;4 Empleados contables, administrativos y otros empleados de oficina;Extranjera;2021;2
Formentera;Educación primaria e inferior;Mujeres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2022;51
Formentera;Educación primaria e inferior;Mujeres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2021;54
Formentera;Educación primaria e inferior;Mujeres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Española;2022;29
Formentera;Educación primaria e inferior;Mujeres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Española;2021;32
Formentera;Educación primaria e inferior;Mujeres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Extranjera;2022;22
Formentera;Educación primaria e inferior;Mujeres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Extranjera;2021;22
Formentera;Educación primaria e inferior;Mujeres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2022;1
Formentera;Educación primaria e inferior;Mujeres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2021;1
Formentera;Educación primaria e inferior;Mujeres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Española;2022;0
Formentera;Educación primaria e inferior;Mujeres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Española;2021;0
Formentera;Educación primaria e inferior;Mujeres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Extranjera;2022;1
Formentera;Educación primaria e inferior;Mujeres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Extranjera;2021;1
Formentera;Educación primaria e inferior;Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2022;3
Formentera;Educación primaria e inferior;Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2021;4
Formentera;Educación primaria e inferior;Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Española;2022;3
Formentera;Educación primaria e inferior;Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Española;2021;3
Formentera;Educación primaria e inferior;Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Extranjera;2022;0
Formentera;Educación primaria e inferior;Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Extranjera;2021;1
Formentera;Educación primaria e inferior;Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2022;2
Formentera;Educación primaria e inferior;Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2021;2
Formentera;Educación primaria e inferior;Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Española;2022;2
Formentera;Educación primaria e inferior;Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Española;2021;2
Formentera;Educación primaria e inferior;Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Extranjera;2022;0
Formentera;Educación primaria e inferior;Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Extranjera;2021;0
Formentera;Educación primaria e inferior;Mujeres;9 Ocupaciones elementales;Total;2022;22
Formentera;Educación primaria e inferior;Mujeres;9 Ocupaciones elementales;Total;2021;26
Formentera;Educación primaria e inferior;Mujeres;9 Ocupaciones elementales;Española;2022;3
Formentera;Educación primaria e inferior;Mujeres;9 Ocupaciones elementales;Española;2021;5
Formentera;Educación primaria e inferior;Mujeres;9 Ocupaciones elementales;Extranjera;2022;19
Formentera;Educación primaria e inferior;Mujeres;9 Ocupaciones elementales;Extranjera;2021;21
Formentera;Educación primaria e inferior;Mujeres;No consta;Total;2022;14
Formentera;Educación primaria e inferior;Mujeres;No consta;Total;2021;10
Formentera;Educación primaria e inferior;Mujeres;No consta;Española;2022;11
Formentera;Educación primaria e inferior;Mujeres;No consta;Española;2021;10
Formentera;Educación primaria e inferior;Mujeres;No consta;Extranjera;2022;3
Formentera;Educación primaria e inferior;Mujeres;No consta;Extranjera;2021;0
Formentera;Primera etapa de educación secundaria y similar;Total;Total;Total;2022;1.161
Formentera;Primera etapa de educación secundaria y similar;Total;Total;Total;2021;1.146
Formentera;Primera etapa de educación secundaria y similar;Total;Total;Española;2022;892
Formentera;Primera etapa de educación secundaria y similar;Total;Total;Española;2021;906
Formentera;Primera etapa de educación secundaria y similar;Total;Total;Extranjera;2022;269
Formentera;Primera etapa de educación secundaria y similar;Total;Total;Extranjera;2021;240
Formentera;Primera etapa de educación secundaria y similar;Total;1 Directores y gerentes;Total;2022;47
Formentera;Primera etapa de educación secundaria y similar;Total;1 Directores y gerentes;Total;2021;45
Formentera;Primera etapa de educación secundaria y similar;Total;1 Directores y gerentes;Española;2022;45
Formentera;Primera etapa de educación secundaria y similar;Total;1 Directores y gerentes;Española;2021;44
Formentera;Primera etapa de educación secundaria y similar;Total;1 Directores y gerentes;Extranjera;2022;2
Formentera;Primera etapa de educación secundaria y similar;Total;1 Directores y gerentes;Extranjera;2021;1
Formentera;Primera etapa de educación secundaria y similar;Total;2 Técnicos y profesionales científicos e intelectuales;Total;2022;6
Formentera;Primera etapa de educación secundaria y similar;Total;2 Técnicos y profesionales científicos e intelectuales;Total;2021;7
Formentera;Primera etapa de educación secundaria y similar;Total;2 Técnicos y profesionales científicos e intelectuales;Española;2022;4
Formentera;Primera etapa de educación secundaria y similar;Total;2 Técnicos y profesionales científicos e intelectuales;Española;2021;6
Formentera;Primera etapa de educación secundaria y similar;Total;2 Técnicos y profesionales científicos e intelectuales;Extranjera;2022;2
Formentera;Primera etapa de educación secundaria y similar;Total;2 Técnicos y profesionales científicos e intelectuales;Extranjera;2021;1
Formentera;Primera etapa de educación secundaria y similar;Total;3 Técnicos, profesionales de apoyo;Total;2022;75
